Date,pct_dose_1_cumulative,pct_dose_2_cumulative,pct_dose_3_cumulative,Admin_Dose_1_Cumulative,Series_Complete_Cumulative,Booster_Cumulative,pop_total,total_dose_1,total_dose_2,total_dose_3,pct_1st_dose_18a,pct_2nd_dose_18a,age_pct,rel_dose1_age18,rel_dose2_age18,pct_dose_1,pct_dose_2,pct_dose_3
2021-10-21,0.622,0.634,0.05756029635190867,220024930,191531397,14032834,333239062,0.6602615212018572,0.5747567402527378,0.04211041141389361,0.659,0.554,0.09086016494337025,0.9980893613191923,0.9638860429133717,0.0010000000000000009,0,0.0018315121153992878
2021-10-22,0.623,0.635,0.06092972801461416,220329266,191771678,14854280,333239062,0.6611747874863482,0.5754777871749021,0.04457544656034352,0.66,0.555,0.09086016494337025,0.9982231816630298,0.9644160250295146,0.0010000000000000009,0.0010000000000000009,0.003369431662705487
2021-10-23,0.624,0.636,0.06301310068195896,220514002,191903276,15362193,333239062,0.6617291522684696,0.5758726928597584,0.04609961661697391,0.66,0.555,0.09086016494337025,0.9973869184052994,0.9637546750895489,0.0010000000000000009,0.0010000000000000009,0.0020833726673448044
2021-10-24,0.625,0.637,0.06415032888570386,220627575,191982136,15639442,333239062,0.6620699676558326,0.5761093397868224,0.04693159891321504,0.661,0.556,0.09086016494337025,0.9983839054660326,0.9650945777163351,0.0010000000000000009,0.0010000000000000009,0.0011372282037449
2021-10-25,0.626,0.637,0.06822334740999716,220945050,192182746,16632418,333239062,0.6630226620911567,0.5767113400409223,0.04991136963409169,0.661,0.557,0.09086016494337025,0.9969493318904407,0.9658211332561563,0.0010000000000000009,0,0.004073018524293301
2021-10-26,0.626,0.638,0.07246987333384253,221257518,192380750,17667694,333239062,0.6639603312771298,0.5773055200833569,0.05301807625421776,0.662,0.557,0.09086016494337025,0.9970475174723781,0.9648270813685881,0,0.0010000000000000009,0.004246525923845362
2021-10-27,0.628,0.639,0.07690446405111727,221578673,192583847,18748819,333239062,0.6649240688356036,0.5779149834481289,0.056262368785565724,0.663,0.558,0.09086016494337025,0.9971063329998372,0.965539942693117,0.0020000000000000018,0.0010000000000000009,0.004434590717274742
2021-10-28,0.629,0.64,0.08131382441343586,221889969,192787992,19823793,333239062,0.6658582210269215,0.5785275917023197,0.059488203096670585,0.664,0.559,0.09086016494337025,0.997209284246644,0.9662460494842439,0.0010000000000000009,0.0010000000000000009,0.004409360362318593
2021-10-29,0.63,0.6409999999999999,0.08619951796222686,222233453,193021128,21014894,333239062,0.6668889645356162,0.5792271975606509,0.06306251696267229,0.665,0.56,0.09086016494337025,0.9971674976854182,0.966805430336103,0.0010000000000000009,9.999999999998899e-4,0.004885693548790995
2021-10-30,0.63,0.642,0.08834620647400394,222409512,193138238,21538243,333239062,0.6674172909537238,0.5795786269498022,0.06463300811955833,0.665,0.56,0.09086016494337025,0.9963781415517876,0.9662192047128441,0,0.001000000000000112,0.0021466885117770867
2021-10-31,0.632,0.642,0.08941228023661339,222515148,193207140,21798145,333239062,0.6677342886050975,0.5797853914256906,0.06541293469371247,0.665,0.56,0.09086016494337025,0.9959051247603152,0.9658746292709474,0.0020000000000000018,0,0.0010660737626094485
2021-11-01,0.633,0.644,0.09327840246697273,222812650,193397458,22740681,333239062,0.6686270470896957,0.5803565069451552,0.06824134260706807,0.666,0.561,0.09086016494337025,0.9960709829177113,0.9666472130259335,0.0010000000000000009,0.0020000000000000018,0.0038661222303593423
2021-11-02,0.633,0.644,0.09739511778387663,223111142,193581608,23744310,333239062,0.6695227764144889,0.580909113229949,0.07125308136895428,0.667,0.562,0.09086016494337025,0.9962319782039394,0.9674491021068491,0,0,0.004116715316903899
2021-11-03,0.634,0.645,0.1016342152939965,223433780,193769150,24777775,333239062,0.6704909642315582,0.5814718983934722,0.0743543534521172,0.668,0.563,0.09086016494337025,0.9962848653234082,0.9682325174363411,0.0010000000000000009,0.0010000000000000009,0.00423909751011986
2021-11-04,0.635,0.645,0.106002495831102,223794689,193957659,25842734,333239062,0.6715739975285371,0.582037585377671,0.07755013426367165,0.669,0.563,0.09086016494337025,0.9961672168100468,0.9672914845089978,0.0010000000000000009,0,0.004368280537105501
2021-11-05,0.635,0.6459999999999999,0.11091164364255583,224260089,194181308,27039553,333239062,0.6729705925051488,0.5827087221845559,0.08114160698243714,0.67,0.564,0.09086016494337025,0.9955858509447038,0.9678935264356133,0,9.999999999998899e-4,0.004909147811453837
2021-11-06,0.636,0.6459999999999999,0.1130245289751436,224653512,194296186,27554661,333239062,0.6741511953961747,0.5830534536794489,0.08268736814533466,0.67,0.565,0.09086016494337025,0.9938423377062542,0.9690363661075672,0.0010000000000000009,0,0.0021128853325877717
2021-11-07,0.638,0.648,0.11405515472482328,224883645,194364688,27805921,333239062,0.6748417897059139,0.5832590178158645,0.08344136138517878,0.671,0.565,0.09086016494337025,0.9943071253669871,0.9686948383854581,0.0020000000000000018,0.002000000000000113,0.0010306257496796728
2021-11-08,0.638,0.648,0.11731719228031666,225362481,194532948,28601185,333239062,0.6762787040854172,0.5837639406151012,0.08582782831143607,0.671,0.566,0.09086016494337025,0.9921944842362647,0.9695699933154767,0,0,0.003262037555493383
2021-11-09,0.639,0.648,0.12108375079650752,225893784,194695361,29519448,333239062,0.6778730639927201,0.5842513174520939,0.08858339662473302,0.672,0.566,0.09086016494337025,0.9913360416504422,0.9687611873402571,0.0010000000000000009,0,0.003766558516190857
2021-11-10,0.64,0.649,0.12514229806534882,226475435,194861506,30508896,333239062,0.6796185106294652,0.584749893456368,0.09155258035145952,0.673,0.567,0.09086016494337025,0.9902614326626639,0.9696453241719274,0.0010000000000000009,0.0010000000000000009,0.004058547268841306
2021-11-11,0.642,0.65,0.1287049218087045,227032827,195011650,31377441,333239062,0.6812911596780332,0.5852004528808811,0.09415895246998385,0.674,0.567,0.09086016494337025,0.9892980268796107,0.9688987717092798,0.0020000000000000018,0.0010000000000000009,0.0035626237433556696
2021-11-12,0.642,0.65,0.13327179243444623,227678745,195206147,32490815,333239062,0.6832294618570256,0.5857841089469877,0.09750001937047824,0.675,0.568,0.09086016494337025,0.9879550541707353,0.9696405063309814,0,0,0.004566870625741737
2021-11-13,0.644,0.6509999999999999,0.13539712271857632,228211253,195306405,33008957,333239062,0.6848274377869903,0.5860849680341496,0.09905488510827701,0.675,0.568,0.09086016494337025,0.9856497604436711,0.9691427540023585,0.0020000000000000018,9.999999999998899e-4,0.002125330284130089
2021-11-14,0.6459999999999999,0.652,0.13650656512741424,228453833,195365596,33279432,333239062,0.6855553836602745,0.586262591268487,0.09986653965554615,0.676,0.569,0.09086016494337025,0.9860618355744551,0.9705548477327604,0.0019999999999998908,0.001000000000000112,0.001109442408837924
2021-11-15,0.647,0.653,0.14016725131524013,228924364,195528923,34171884,333239062,0.6869673759914736,0.5867527108811752,0.1025446530635115,0.677,0.569,0.09086016494337025,0.9854907578731988,0.9697441348766594,0.001000000000000112,0.0010000000000000009,0.00366068618782589
2021-11-16,0.647,0.654,0.14424371537654582,229423756,195692473,35165700,333239062,0.6884659758164846,0.5872434996831194,0.10552694449728105,0.678,0.57,0.09086016494337025,0.9847981219346789,0.9706365422649648,0,0.0010000000000000009,0.004076464061305685
2021-11-17,0.649,0.654,0.14852495098396112,229941213,195860700,36209438,333239062,0.6900187859729362,0.5877483234543495,0.10865904429895436,0.678,0.571,0.09086016494337025,0.9825819438292691,0.971504259925549,0.0020000000000000018,0,0.004281235607415307
2021-11-18,0.65,0.655,0.15291790812900294,230457457,196027945,37280413,333239062,0.6915679560999365,0.5882502003921737,0.11187287821617983,0.679,0.571,0.09086016494337025,0.9818268674985856,0.9706754024381574,0.0010000000000000009,0.0010000000000000009,0.004392957145041815
2021-11-19,0.6509999999999999,0.6559999999999999,0.1580523079226412,231050941,196218387,38532147,333239062,0.6933489117791359,0.5888216880168748,0.11562914254031839,0.68,0.572,0.09086016494337025,0.9807471944466134,0.9714316093323098,9.999999999998899e-4,9.999999999998899e-4,0.00513439979363825
2021-11-20,0.653,0.6559999999999999,0.16072222584072707,231513772,196317333,39183056,333239062,0.6947377975754835,0.5891186099905659,0.11758242195508281,0.681,0.572,0.09086016494337025,0.9802259246244756,0.9709419975871412,0.002000000000000113,0,0.002669917918085879
2021-11-21,0.654,0.6579999999999999,0.16221954137507427,231720849,196375870,39548092,333239062,0.69535920431801,0.5892942706698652,0.11867783975457236,0.682,0.573,0.09086016494337025,0.9807880528005488,0.972349517921932,0.0010000000000000009,0.0020000000000000018,0.0014973155343472044
2021-11-22,0.655,0.6579999999999999,0.16678724057043087,232214594,196542706,40661668,333239062,0.6968408583505136,0.5897949202605786,0.12201951282650052,0.683,0.573,0.09086016494337025,0.9801377054966666,0.9715241354517627,0.0010000000000000009,0,0.0045676991953566
2021-11-23,0.655,0.6579999999999999,0.17125963375092715,232710264,196702980,41752009,333239062,0.6983282890167299,0.5902758782822405,0.12529146117930196,0.684,0.574,0.09086016494337025,0.979482015490301,0.9724266586505197,0,0,0.004472393180496276
2021-11-24,0.6559999999999999,0.659,0.17452389859998924,233118215,196850806,42547816,333239062,0.6995524882374083,0.5907194817395087,0.12767955756639357,0.685,0.574,0.09086016494337025,0.9791974319552851,0.9716964104683421,9.999999999998899e-4,0.001000000000000112,0.0032642648490620874
2021-11-25,0.6559999999999999,0.659,0.1745741542184127,233126240,196855143,42560068,333239062,0.6995765700480816,0.5907324964202426,0.12771632396444568,0.685,0.574,0.09086016494337025,0.9791637246412073,0.97167500260839,0,0,5.025561842347814e-5
2021-11-26,0.6559999999999999,0.659,0.17741329312393403,233442014,197025263,43252232,333239062,0.70052416003979745,0.5912430007980277,0.1297934033915868,0.686,0.575,0.09086016494337025,0.9792667250206298,0.9725273689902395,0,0,0.0028391389055213156
2021-11-27,0.6559999999999999,0.659,0.17928393669540252,233664855,197217814,43708283,333239062,0.7011928721609473,0.5918208172125992,0.1311619434338703,0.687,0.575,0.09086016494337025,0.9797589611582797,0.9715778547773579,0,0,0.0018706435714684888
2021-11-28,0.6559999999999999,0.659,0.18046608403703143,233808040,197360771,43996483,333239062,0.7016225486794823,0.5922498095376346,0.13202678802402823,0.687,0.575,0.09086016494337025,0.97915895276313,0.9708740986322959,0,0,0.001182147341628914
2021-11-29,0.6609999999999999,0.662,0.18421399153322793,234173095,197709770,44910199,333239062,0.7027180234950967,0.5932971027268106,0.13476871147836805,0.688,0.576,0.09086016494337025,0.979055577055084,0.970845799436214,0.0050000000000000044,0.0030000000000000027,0.0037479074961964953
2021-11-30,0.662,0.662,0.188660457047706,234587534,198087053,45994219,333239062,0.7039616922220241,0.5944292719201089,0.13802169146665044,0.689,0.577,0.09086016494337025,0.9787464397745874,0.9706789810942362,0.001000000000000112,0,0.004446465514478082
2021-12-01,0.6629999999999999,0.664,0.19365356521285798,235055500,198481414,47211507,333239062,0.7053659873763538,0.5956126896071986,0.14167458855708817,0.69,0.577,0.09086016494337025,0.9782155821922908,0.9687503474456303,9.999999999998899e-4,0.0020000000000000018,0.0049931081651519715
2021-12-02,0.664,0.665,0.19882821216026467,235512349,198861797,48473053,333239062,0.7067369220958857,0.596754161431411,0.1454602972084947,0.691,0.578,0.09086016494337025,0.9777329843625311,0.968573052952951,0.001000000000000112,0.0010000000000000009,0.005174646947406686
2021-12-03,0.6659999999999999,0.6659999999999999,0.20453505101204214,236008041,199331842,49864344,333239062,0.708224418780773,0.5981646953501507,0.14963535097214983,0.692,0.579,0.09086016494337025,0.9770914157285006,0.9679608383792491,0.0019999999999998908,9.999999999998899e-4,0.005706838851777474
2021-12-04,0.6679999999999999,0.6679999999999999,0.20738283247290287,236313118,199766957,50558615,333239062,0.7091399086941375,0.5994704096244275,0.15171875318746397,0.693,0.579,0.09086016494337025,0.9772401630534957,0.9658525103228157,0.0020000000000000018,0.0020000000000000018,0.002847781460860732
2021-12-05,0.67,0.669,0.2088381452703372,236480128,199949672,50913411,333239062,0.7096410804325215,0.6000187096913626,0.15278344229644963,0.694,0.579,0.09086016494337025,0.9779591671567429,0.9649699095180311,0.002000000000000113,0.001000000000000112,0.0014553127974343272
2021-12-06,0.6709999999999999,0.669,0.21318595767685725,236878502,200262079,51973380,333239062,0.7108365405253722,0.6009561958255663,0.1559642488730808,0.695,0.58,0.09086016494337025,0.9777212627340913,0.9651285801342349,9.999999999998899e-4,0,0.004347812406520046
2021-12-07,0.6709999999999999,0.67,0.21774871006550323,237290670,200591709,53085750,333239062,0.7120733943249427,0.6019453655766202,0.15930230292149844,0.696,0.58,0.09086016494337025,0.9774273348041875,0.9635425956712896,0,0.0010000000000000009,0.00456275238864598
2021-12-08,0.672,0.67,0.2222980494707796,237707564,200931009,54194850,333239062,0.7133244301353843,0.6029635535344293,0.1626305441947259,0.697,0.581,0.09086016494337025,0.9771149992265286,0.9635739948033605,0.001000000000000112,0,0.004549339405276381
2021-12-09,0.6729999999999999,0.6709999999999999,0.22689635241809977,238120560,201256620,55315887,333239062,0.7145637686376635,0.6039406628746302,0.1659946065986706,0.698,0.582,0.09086016494337025,0.9768197474254218,0.9636708302266032,9.999999999998899e-4,9.999999999998899e-4,0.004598302947320165
2021-12-10,0.675,0.672,0.2318986322746323,238551684,201636501,56535411,333239062,0.7158575065248504,0.6050806282728044,0.16965421358676133,0.699,0.582,0.09086016494337025,0.9764513099727268,0.9618552847433113,0.002000000000000113,0.001000000000000112,0.005002279856532538
2021-12-11,0.6759999999999999,0.672,0.2344409053518988,238820510,201956913,57155201,333239062,0.7166642126726428,0.6060421362007075,0.17151410959139,0.7,0.583,0.09086016494337025,0.976747530603632,0.9619793165782842,9.999999999998899e-4,0,0.0025422730772664826
2021-12-12,0.677,0.6729999999999999,0.23580815186402856,238975185,202081095,57488527,333239062,0.7171283689425341,0.606414787591738,0.1725143704791727,0.701,0.583,0.09086016494337025,0.9775097881480874,0.9613881652115949,0.001000000000000112,9.999999999998899e-4,0.0013672465121297717
2021-12-13,0.677,0.6729999999999999,0.23967608300131943,239329490,202348408,58431504,333239062,0.7181915846348169,0.6072169534554746,0.17534410176679707,0.702,0.583,0.09086016494337025,0.9774550621571959,0.9601181203560544,0,0,0.0038679311372908642
2021-12-14,0.6779999999999999,0.674,0.2438109981369423,239702444,202621500,59439570,333239062,0.7193107631541706,0.6080364612237446,0.1783691552942854,0.703,0.584,0.09086016494337025,0.9773244555904487,0.9604687173276281,9.999999999998899e-4,0.001000000000000112,0.004134915135622863
2021-12-15,0.6779999999999999,0.674,0.248,240086921,202870449,60460822,333239062,0.7204645204528873,0.6087835195022845,0.18143377801249483,0.704,0.585,0.09086016494337025,0.9771473542617509,0.9609327146015239,0,0,0.004189001863057706
2021-12-16,0.679,0.675,0.252,240483555,203032365,61531874,333239062,0.7216547590690313,0.6092694049174824,0.1846478429950688,0.706,0.585,0.09086016494337025,0.9783071352716821,0.9601663816997845,0.001000000000000112,0.0010000000000000009,0.0040000000000000036
2021-12-17,0.68,0.675,0.255,240921574,203273803,62707527,333239062,0.7229691878078807,0.6099939238215717,0.18817579975063067,0.707,0.586,0.09086016494337025,0.9779116619668108,0.9606653068423184,0.0010000000000000009,0,0.0030000000000000027
2021-12-18,0.6809999999999999,0.6759999999999999,0.258,241211548,203430260,63340396,333239062,0.7238393559036005,0.6104634276038143,0.19007494385517146,0.708,0.586,0.09086016494337025,0.9781175812362018,0.9599264648828546,9.999999999998899e-4,9.999999999998899e-4,0.0030000000000000027
2021-12-19,0.682,0.6759999999999999,0.265,241383180,203509146,63708905,333239062,0.7243543975645929,0.6107001525529441,0.19118078360213364,0.709,0.586,0.09086016494337025,0.9788026446498881,0.9595543697677351,0.001000000000000112,0,0.007000000000000006
2021-12-20,0.6829999999999999,0.677,0.26899999999999996,241830115,203724525,64812006,333239062,0.725695581870291,0.6113464723412287,0.19449102278411767,0.711,0.587,0.09086016494337025,0.9797496605499277,0.9601756557979457,9.999999999998899e-4,0.001000000000000112,0.003999999999999948
2021-12-21,0.6829999999999999,0.677,0.271,242304003,203955151,65995858,333239062,0.7271176480505157,0.612038546069368,0.19804358349802342,0.713,0.588,0.09086016494337025,0.9805840938005469,0.9607238037150628,0,0,0.0020000000000000573
2021-12-22,0.684,0.677,0.276,242757229,204182158,67097076,333239062,0.7284777106952726,0.6127197597261271,0.20134817208193917,0.715,0.588,0.09086016494337025,0.9814988015454732,0.9596556838036749,0.001000000000000112,0,0.0050000000000000044
2021-12-23,0.685,0.6779999999999999,0.281,243130601,204350484,67948100,333239062,0.7295981435693755,0.6132248805813767,0.20390196633070584,0.716,0.589,0.09086016494337025,0.9813621461495914,0.9604959267823413,0.0010000000000000009,9.999999999998899e-4,0.0050000000000000044
2021-12-24,0.6859999999999999,0.6779999999999999,0.28600000000000003,243235690,204404377,68155132,333239062,0.7299134997565201,0.6133866053193968,0.20452323803504163,0.717,0.589,0.09086016494337025,0.98230817794049885,0.9602426836388146,9.999999999998899e-4,0,0.0050000000000000044
2021-12-25,0.687,0.679,0.29100000000000004,243237502,204405152,68157985,333239062,0.729918937294332,0.6133889309771253,0.20453179945633143,0.717,0.589,0.09086016494337025,0.982300860226726,0.9602390428887038,0.001000000000000112,0.001000000000000112,0.0050000000000000044
2021-12-26,0.688,0.679,0.294,243371958,204484770,68406437,333239062,0.7303224194047215,0.6136278525474904,0.20527736631307647,0.717,0.589,0.09086016494337025,0.981758167282362,0.9598651651074062,9.999999999998899e-4,0,0.002999999999999947
2021-12-27,0.688,0.679,0.294,243768549,204701994,69245411,333239062,0.7315125289843721,0.6142797089015933,0.2077950003352248,0.719,0.59,0.09086016494337025,0.9828949901900593,0.9604745060763794,0,0,0
2021-12-28,0.688,0.679,0.295,244205079,204930291,70187554,333239062,0.732822489459534,0.6149647936531523,0.2106222289150484,0.721,0.591,0.09086016494337025,0.9838671852603033,0.9610306250040896,0,0,0.0010000000000000009
2021-12-29,0.6890000000000001,0.679,0.297,244642213,205153682,71112844,333239062,0.7341342624472997,0.6156351562410771,0.2133988841920339,0.723,0.591,0.09086016494337025,0.984833479355421,0.9599841627117373,0.001000000000000112,0,0.0020000000000000018
2021-12-30,0.69,0.68,0.301,245045726,205355608,71955404,333239062,0.7353451439015274,0.6162411056120426,0.21592727925755595,0.724,0.592,0.09086016494337025,0.9845716749534329,0.9606629525500954,9.999999999998899e-4,0.0010000000000000009,0.0040000000000000036
2021-12-31,0.691,0.68,0.304,245207290,205443352,72282998,333239062,0.7358299730179891,0.6165044120787977,0.21691033928069334,0.725,0.592,0.09086016494337025,0.9852819626610612,0.9602526574040711,0.0010000000000000009,0,0.0030000000000000027
2022-01-01,0.6920000000000001,0.6809999999999999,0.308,245239201,205458241,72329285,333239062,0.735925733100281,0.6165490917148242,0.21704923956363795,0.725,0.592,0.09086016494337025,0.985153755863036,0.9601830705053102,0.001000000000000112,9.999999999998899e-4,0.0040000000000000036
2022-01-02,0.6920000000000001,0.6809999999999999,0.308,245377170,205545053,72582480,333239062,0.7363397571920905,0.6168096013906077,0.21780903944568178,0.726,0.593,0.09086016494337025,0.98595789906616,0.9613987828060254,0,0,0
2022-01-03,0.6940000000000001,0.6809999999999999,0.312,245716905,205729200,73229984,333239062,0.7373592505190762,0.6173621986728555,0.21975210097068393,0.727,0.593,0.09086016494337025,0.9859508773887576,0.9605382403956269,0.0020000000000000018,0,0.0040000000000000036
2022-01-04,0.6940000000000001,0.682,0.313,246086898,205930141,73989706,333239062,0.7384695435254827,0.617965192207869,0.22203191173308487,0.729,0.594,0.09086016494337025,0.9871767988151892,0.9612191875690504,0,0.001000000000000112,0.0010000000000000009
2022-01-05,0.695,0.682,0.315,246461151,206128476,74771084,333239062,0.7395926201472743,0.6185603655312173,0.22437670887454364,0.731,0.595,0.09086016494337025,0.9883819552640164,0.9619109680411163,9.999999999998899e-4,0,0.0020000000000000018
2022-01-06,0.696,0.682,0.318,246826291,206325731,75572116,333239062,0.7406883500350268,0.619152297937989,0.22678048469599882,0.732,0.595,0.09086016494337025,0.9882698978124661,0.9609913457182905,0.0010000000000000009,0,0.0030000000000000027
2022-01-07,0.6970000000000001,0.6829999999999999,0.322,247214936,206549210,76459919,333239062,0.7418546148710501,0.619822924600598,0.22944464715844146,0.734,0.596,0.09086016494337025,0.9894121911307172,0.9615649508027652,0.001000000000000112,9.999999999998899e-4,0.0040000000000000036
2022-01-08,0.698,0.6829999999999999,0.326,247476879,206707695,76987706,333239062,0.7426406661773642,0.6202985141039677,0.2310284560817783,0.735,0.596,0.09086016494337025,0.9897114896539487,0.9608277086733515,9.999999999998899e-4,0,0.0040000000000000036
2022-01-09,0.6990000000000001,0.6829999999999999,0.326,247615499,206776636,77243175,333239062,0.7430566438216658,0.6205053956129549,0.23179507989372505,0.735,0.596,0.09086016494337025,0.9891574298020819,0.9605073609573568,0.001000000000000112,0,0
2022-01-10,0.6990000000000001,0.6829999999999999,0.326,247933466,206949241,77896539,333239062,0.7440108146745413,0.6210233570997148,0.23375572639200382,0.737,0.597,0.09086016494337025,0.9905769989679409,0.9613164998947736,0,0,0
2022-01-11,0.701,0.684,0.33399999999999996,248251999,207129962,78567868,333239062,0.744966684007771,0.621565673474378,0.23577028313685508,0.738,0.597,0.09086016494337025,0.990648328096645,0.9604777507466544,0.0019999999999998908,0.001000000000000112,0.007999999999999952
2022-01-12,0.7020000000000001,0.684,0.336,248561016,207302927,79216614,333239062,0.7458939972649424,0.6220847152666634,0.23771707171592027,0.739,0.598,0.09086016494337025,0.9907574034779453,0.9612838658857913,0.001000000000000112,0,0.0020000000000000573
2022-01-13,0.703,0.685,0.33799999999999997,248847050,207454591,79808373,333239062,0.7467523420168551,0.6225398359811731,0.23949285093114325,0.741,0.598,0.09086016494337025,0.9922968544011271,0.9605810992922302,9.999999999998899e-4,0.0010000000000000009,0.0019999999999999463
2022-01-14,0.7040000000000001,0.685,0.341,249141912,207578850,80444239,333239062,0.7476371782609327,0.6229127184375522,0.24140098857918404,0.742,0.599,0.09086016494337025,0.9924600081097555,0.9616114461468496,0.001000000000000112,0,0.003000000000000058
2022-01-15,0.705,0.6859999999999999,0.344,249314634,207640564,80776559,333239062,0.7481554908469884,0.6230979128131143,0.24239823061319263,NA,NA,NA,NA,NA,9.999999999998899e-4,9.999999999998899e-4,0.002999999999999947
2022-01-16,0.705,0.6859999999999999,0.344,249371110,207669429,80883064,333239062,0.7483249667771541,0.6231845323103208,0.24271783600207109,NA,NA,NA,NA,NA,0,0,0
2022-01-17,0.705,0.6859999999999999,0.344,249393486,207684392,80916761,333239062,0.748392113767263,0.6232294340091499,0.24281895560010908,NA,NA,NA,NA,NA,0,0,0
2022-01-18,0.7070000000000001,0.6859999999999999,0.35,249393487,207684392,80916761,333239062,0.7483921167681117,0.6232294340091499,0.24281895560010908,NA,NA,NA,NA,NA,0.002000000000000113,0,0.006000000000000005
