Date,pct_dose_1_cumulative,pct_dose_2_cumulative,pct_dose_3_cumulative,pct_dose_1,pct_dose_2,pct_dose_3
2020-12-13,NA,NA,NA,0,0,0
2020-12-15,0,0,0,0,0,0
2020-12-16,0,0,0,0,0,0
2020-12-17,9.659020738611394e-4,0,0,9.659020738611394e-4,0,0
2020-12-18,9.698448835121864e-4,0,0,3.942809651046996e-6,0,0
2020-12-19,9.73772386495973e-4,0,0,3.9275029837865976e-6,0,0
2020-12-20,0.0019547695836200137,0,0,9.809971971240408e-4,0,0
2020-12-21,0.001954183641083902,0,0,0,0,0
2020-12-22,0.0029256728790030074,0,0,9.714892379191053e-4,0,0
2020-12-23,0.0039015825903360598,0,0,9.759097113330524e-4,0,0
2020-12-24,0.0039001661048000827,0,0,0,0,0
2020-12-25,0.0039013254793005565,0,0,1.1593745004737435e-6,0,0
2020-12-26,0.0038983389059194483,0,0,0,0,0
2020-12-27,0.0038964530608286644,0,0,0,0,0
2020-12-28,0.004866741853520998,0,0,9.702887926923334e-4,0,0
2020-12-29,0.005842533017793325,0,0,9.757911642723277e-4,0,0
2020-12-30,0.0077962736628470084,0,0,0.001953740645053683,0,0
2020-12-31,0.007802845876102693,0,0,6.5722132556846405e-6,0,0
2021-01-01,0.007813156383677234,0,0,1.0310507574540911e-5,0,0
2021-01-02,0.008792101703507896,0,0,9.789453198306621e-4,0,0
2021-01-03,0.008789226480387137,0,0,0,0,0
2021-01-04,0.009776853879341295,0,0,9.876273989541575e-4,0,0
2021-01-05,0.01076341975434185,0,0,9.865658750005547e-4,0,0
2021-01-06,0.011767593050450846,0,0,0.0010041732961089973,0,0
2021-01-07,0.01374987727214404,9.810634348796988e-4,0,0.001982284221693194,9.810634348796988e-4,0
2021-01-08,0.014741856188354252,9.835784451067233e-4,0,9.919789162102111e-4,2.5150102270245483e-6,0
2021-01-09,0.015735533749728723,9.853592141241068e-4,0,9.936775613744713e-4,1.7807690173834642e-6,0
2021-01-10,0.015739115028990253,9.857354416800996e-4,0,3.5812792615295963e-6,3.7622755599277767e-7,0
2021-01-11,0.016739504866007233,0.0019688184187471062,0,0.0010003898370169809,9.830829770670067e-4,0
2021-01-12,0.017752815263916432,0.0019642300559063342,0,0.0010133103979091986,0,0
2021-01-13,0.01975239383929668,0.002945484227826902,0,0.0019995785753802488,9.812541719205676e-4,0
2021-01-14,0.020774272757046262,0.0029454125082901245,0,0.0010218789177495816,0,0
2021-01-15,0.02277528232828208,0.002947845428153042,0,0.002001009571235817,2.4329198629173023e-6,0
2021-01-16,0.022781390631188187,0.0029482009790284683,0,6.108302906107643e-6,3.5555087542649827e-7,0
2021-01-17,0.023763933309753463,0.0029483395089513506,0,9.825426785652763e-4,1.3852992288227242e-7,0
2021-01-18,0.02377330888134905,0.0039231932905759255,0,9.375571595585802e-6,9.748537816245749e-4,0
2021-01-19,0.024776535669877232,0.003913226443573639,0,0.0010032267885281831,0,0
2021-01-20,0.02677484958287119,0.004878297181983794,0,0.0019983139129939563,9.650707384101544e-4,0
2021-01-21,0.027773838596614184,0.004880656149189672,0,9.98989013742995e-4,2.3589672058779362e-6,0
2021-01-22,0.02879310705277794,0.004891697524149939,0,0.0010192684561637563,1.1041374960267525e-5,0
2021-01-23,0.029787727538903384,0.005870477636866865,0,9.946204861254436e-4,9.787801127169255e-4,0
2021-01-24,0.030778827909322397,0.005870298832969039,0,9.911003704190131e-4,0,0
2021-01-25,0.030784078705735348,0.006858449539118739,0,5.2507964129512585e-6,9.881507061497005e-4,0
2021-01-26,0.03177383598949684,0.006870874328495864,0,9.897572837614908e-4,1.2424789377124892e-5,0
2021-01-27,0.032762250911144736,0.00786482832937891,0,9.884149216478968e-4,9.939540008830463e-4,0
2021-01-28,0.03472732831222847,0.008858831464173713,0,0.0019650774010837313,9.940031347948023e-4,0
2021-01-29,0.03571191593749357,0.009856975817337923,0,9.845876252651056e-4,9.981443531642108e-4,0
2021-01-30,0.03570174202493515,0.009865737448297912,0,0,8.761630959988609e-6,0
2021-01-31,0.0366775131888292,0.009867296594106453,0,9.757711638940444e-4,1.559145808540524e-6,0
2021-02-01,0.0366976154156977,0.01089284961391426,0,2.0102226868504158e-5,0.0010255530198078067,0
2021-02-02,0.03770058399190882,0.011916916272196557,0,0.0010029685762111204,0.0010240666582822973,0
2021-02-03,0.03867293476323844,0.012920408634600642,0,9.723507713296151e-4,0.0010034923624040858,0
2021-02-04,0.0396451821431537,0.0139294480324609,0,9.722473799152614e-4,0.0010090393978602584,0
2021-02-05,0.040619939675676474,0.015933703770888596,0,9.747575325227756e-4,0.0020042557384276957,0
2021-02-06,0.04160168864619092,0.01694179614733633,0,9.817489705144442e-4,0.0010080923764477327,0
2021-02-07,0.04159581947999801,0.016938632954719705,0,0,0,0
2021-02-08,0.042578074051279106,0.017938452456786567,0,9.822545712810937e-4,9.998195020668628e-4,0
2021-02-09,0.04355369622583586,0.018950839745673107,0,9.756221745567534e-4,0.0010123872888865397,0
2021-02-10,0.04452668686695763,0.019957489164774828,0,9.729906411217668e-4,0.0010066494191017204,0
2021-02-11,0.04548846604413224,0.020951923887399596,0,9.617791771746112e-4,9.94434722624768e-4,0
2021-02-12,0.04645188496153786,0.02295164213338606,0,9.634189174056243e-4,0.001999718245986465,0
2021-02-13,0.04742428946535823,0.022953765597127602,0,9.724045038203705e-4,2.1234637415414037e-6,0
2021-02-14,0.047410984964767984,0.022941739785001893,0,0,0,0
2021-02-15,0.04838326772171205,0.023937576679962828,0,9.722827569440678e-4,9.958368949609352e-4,0
2021-02-16,0.04835276387197809,0.02490436479748859,0,0,9.667881175257631e-4,0
2021-02-17,0.049299968172455806,0.025866818648680484,0,9.472043004777192e-4,9.624538511918933e-4,0
2021-02-18,0.050261013342890175,0.02683136322140842,0,9.610451704343687e-4,9.645445727279357e-4,0
2021-02-19,0.05122131963855385,0.027809715269328694,0,9.603062956636751e-4,9.783520479202737e-4,0
2021-02-20,0.05120958011457605,0.027799495510056834,0,0,0,0
2021-02-21,0.051202734425277126,0.028785292773903737,0,0,9.857972638469027e-4,0
2021-02-22,0.0521817047361885,0.028802469200981486,0,9.789703109113757e-4,1.7176427077748857e-5,0
2021-02-23,0.053147576170277495,0.02980387889612571,0,9.65871434088994e-4,0.0010014096951442251,0
2021-02-24,0.054115128469094304,0.030801179074149313,0,9.675522988168081e-4,9.973001780236024e-4,0
2021-02-25,0.05506484359559289,0.03178284423025289,0,9.497151264985862e-4,9.816651561035776e-4,0
2021-02-26,0.05700177324789933,0.03276491487465621,0,0.001936929652306442,9.82070644403317e-4,0
2021-02-27,0.05796102264128257,0.03375910279867853,0,9.59249393383238e-4,9.941879240223245e-4,0
2021-02-28,0.058924654669022726,0.03375171472625283,0,9.636320277401564e-4,0,0
2021-03-01,0.05990428822171472,0.03475296710758189,0,9.79633552691997e-4,0.0010012523813290597,0
2021-03-02,0.061858695376070146,0.03476672357485078,0,0.0019544071543554226,1.3756467268886963e-5,0
2021-03-03,0.06381224761744358,0.035753594581105136,0,0.0019535522413734394,9.868710062543584e-4,0
2021-03-04,0.06575285972041137,0.03672734587916507,0,0.0019406121029677814,9.737512980599328e-4,0
2021-03-05,0.06869032102112681,0.03769397809240841,0,0.002937461300715441,9.666322132433416e-4,0
2021-03-06,0.07063729167613259,0.03866461735230969,0,0.001946970655005778,9.706392599012764e-4,0
2021-03-07,0.07160368731021652,0.03963658492596682,0,9.66395634083933e-4,9.719675736571329e-4,0
2021-03-08,0.0735826566356021,0.039617361086732,0,0.0019789693253855767,0,0
2021-03-09,0.07654363550983494,0.04058332947312567,0,0.002960978874232842,9.659683863936716e-4,0
2021-03-10,0.07951195305409926,0.041550901916594635,0,0.002968317544264326,9.675724434689628e-4,0
2021-03-11,0.08346699108014742,0.043508578177644384,0,0.003955038026048158,0.0019576762610497497,0
2021-03-12,0.08644601006719017,0.04447696594693166,0,0.002979018987042753,9.683877692872739e-4,0
2021-03-13,0.089388771712655593,0.04543997416626147,0,0.0029427616454654193,9.630082193298126e-4,0
2021-03-14,0.09036357666438753,0.04641160356658691,0,9.74804951731939e-4,9.716294003254411e-4,0
2021-03-15,0.0933405476538412,0.04738969228003877,0,0.0029769709894536672,9.78088713451855e-4,0
2021-03-16,0.09728975129520763,0.04835286709991251,0,0.0039492036413664305,9.631748198737425e-4,0
2021-03-17,0.10122522475929384,0.04930381613445609,0,0.003935473464086209,9.509490345435828e-4,0
2021-03-18,0.10514415293413719,0.0502631404862035,0,0.00391892817484335,9.593243517474065e-4,0
2021-03-19,0.11006077037062185,0.051233214378622056,0,0.004916617436484666,9.700738924185576e-4,0
2021-03-20,0.11297806251343276,0.052201860850613596,0,0.002917292142810904,9.686464719915397e-4,0
2021-03-21,0.11492321877135368,0.05317587350591166,0,0.0019451562579209242,9.740126552980621e-4,0
2021-03-22,0.11888035343074131,0.05415499808183891,0,0.003957134659387629,9.791245759272552e-4,0
2021-03-23,0.12283161742696495,0.0551299725390023,0,0.003951263996223642,9.74974457163387e-4,0
2021-03-24,0.12874892967392823,0.05609639587201328,0,0.005917312246963277,9.664233330109809e-4,0
2021-03-25,0.13368272898929473,0.05802796442993998,0,0.004933799315366499,0.0019315685579266995,0
2021-03-26,0.13960455021470916,0.06094248189853666,0,0.005921821225414431,0.0029145174685966807,0
2021-03-27,0.14351645063795113,0.06189381850441814,0,0.003911900423241965,9.513366058814809e-4,0
2021-03-28,0.14546783951296335,0.06285565579973333,0,0.0019513888750122277,9.618372953151891e-4,0
2021-03-29,0.1504076176819232,0.0648172574949143,0,0.004939778168959852,0.0019616016951809617,0
2021-03-30,0.15631526338882304,0.06678296909986042,0,0.005907645706899833,0.00196571160494613,0
2021-03-31,0.16415643575750297,0.06971281791496424,0,0.007841172368679927,0.0029298488151038166,0
2021-04-01,0.17200523387712593,0.07267217954866947,0,0.007848798119622968,0.0029593616337052348,0
2021-04-02,0.17888769836063587,0.07561160053926994,0,0.006882464483509931,0.002939420990600461,0
2021-04-03,0.18375568497220465,0.07853666239747786,0,0.004867986611568786,0.002925061858207928,0
2021-04-04,0.18472323520941736,0.07950810735487483,0,9.675502372127054e-4,9.714449573969691e-4,0
2021-04-05,0.19158176252663442,0.08148101232193898,0,0.006858527317217061,0.0019729049670641485,0
2021-04-06,0.20039823514817595,0.0864044091663545,0,0.008816472621541532,0.00492339684441552,0
2021-04-07,0.21116392120009259,0.09130041897949835,0,0.010765686051916634,0.004896009813143851,0
2021-04-08,0.22186865017958818,0.09715914502516705,0,0.010704728979495592,0.0058587260456687,0
2021-04-09,0.2335707479173377,0.10302740937496187,0,0.011702097737749523,0.005868264349794816,0
2021-04-10,0.2403786495762227,0.10692238462504691,0,0.006807901658885007,0.003894975250085045,0
2021-04-11,0.2442485597863818,0.10983968472082863,0,0.0038699102101590888,0.0029173000957817136,0
2021-04-12,0.25203949811921567,0.11378059210819344,0,0.007790938332833869,0.003940907387364814,0
2021-04-13,0.25982040979486026,0.11675562025447413,0,0.007780911675644597,0.0029750281462806866,0
2021-04-14,0.2685668171900417,0.12168412197113836,0,0.008746407395181455,0.00492850171666423,0
2021-04-15,0.27632210452028666,0.12560831978270529,0,0.007755287330244942,0.003924197811566929,0
2021-04-16,0.2840846366676035,0.1305198041342881,0,0.007762532147316814,0.004911484351582812,0
2021-04-17,0.2898893787201385,0.13244542282540295,0,0.005804742052535006,0.0019256186911148498,0
2021-04-18,0.29277708939522873,0.13438690065678485,0,0.0028877106750902493,0.0019414778313819048,0
2021-04-19,0.29760883702557156,0.13834397002166224,0,0.004831747630342831,0.003957069364877386,0
2021-04-20,0.30435318989355203,0.1432761719114078,0,0.006744352867980474,0.004932201889745552,0
2021-04-21,0.31108523647173625,0.14820059455213794,0,0.006732046578184214,0.004924422640730147,0
2021-04-22,0.317807400519297,0.1550778981644275,0,0.006722164047560764,0.006877303612289554,0
2021-04-23,0.32358431770250184,0.15999026545449832,0,0.005776917183204833,0.004912367290070829,0
2021-04-24,0.3283909291157128,0.16388195291231217,0,0.004806611413210982,0.003891687457813847,0
2021-04-25,0.33030417660741557,0.16483754633902595,0,0.0019132474917027409,9.5559342671378e-4,0
2021-04-26,0.33513331142626435,0.16975223717332877,0,0.004829134818848779,0.004914690834302821,0
2021-04-27,0.33992476913905967,0.1766101249639921,0,0.004791457712795322,0.0068578877906633195,0
2021-04-28,0.3457148280161685,0.1834726621654079,0,0.005790058877108817,0.006862537201415803,0
2021-04-29,0.3505101061268382,0.19130056194641415,0,0.0047952781106697095,0.007827899781006259,0
2021-04-30,0.35532950549702824,0.19818032457477425,0,0.004819399370190047,0.006879762628360098,0
2021-05-01,0.3591996242035997,0.2030759812231426,0,0.003870118706571446,0.004895656648368357,0
2021-05-02,0.36016678622959314,0.20598025750875798,0,9.67162025993451e-4,0.002904276285615376,0
2021-05-03,0.3630807923292734,0.21186475035253935,0,0.0029140060996802886,0.005884492843781369,0
2021-05-04,0.366937616216367,0.21966733700578397,0,0.0038568238870935745,0.007802586653244625,0
2021-05-05,0.37079205631133066,0.22747644019713611,0,0.0038544400949636626,0.00780910319135214,0
2021-05-06,0.37465783802370045,0.23526706233832195,0,0.003865781712369787,0.007790622141185838,0
2021-05-07,0.3785313716320455,0.2430785424233284,0,0.0038735336083450256,0.007811480085006456,0
2021-05-08,0.38047175061508465,0.2479196910569854,0,0.0019403789830391704,0.0048411486336569776,0
2021-05-09,0.3824304999025788,0.2498424616961694,0,0.001958749287494177,0.0019227706391840016,0
2021-05-10,0.384381526734376,0.2556862418763533,0,0.0019510268317971535,0.005843780180183916,0
2021-05-11,0.3882659523930557,0.2624720810704421,0,0.0038844256586797465,0.006785839194088816,0
2021-05-12,0.3911737522870809,0.26925211978697516,0,0.002907799894025176,0.006780038716533043,0
2021-05-13,0.3940657703514775,0.2750410539233544,0,0.0028920180643965954,0.005788934136379209,0
2021-05-14,0.3979413811486514,0.2818234957924453,0,0.0038756107971739118,0.006782441869090938,0
2021-05-15,0.3998746778744993,0.2866492105203753,0,0.0019332967258479106,0.004825714727929975,0
2021-05-16,0.4018255737177739,0.28857109297082745,0,0.0019508958432745693,0.0019218824504521614,0
2021-05-17,0.40474875975271907,0.29341690753753236,0,0.00292318603494518,0.004845814566704909,0
2021-05-18,0.40861602787408474,0.2982221124407168,0,0.0038672681213656745,0.0048052049031844235,0
2021-05-19,0.41247533967419797,0.3040020741375593,0,0.00385931180011323,0.005779961696842528,0
2021-05-20,0.4163332529160254,0.3097769510534178,0,0.0038579132418274376,0.0057748769158584845,0
2021-05-21,0.41922934411433593,0.3145975125861516,0,0.002896091198310524,0.0048205615327338025,0
2021-05-22,0.42213802813951395,0.31845758740771113,0,0.002908684025178021,0.0038600748215595337,0
2021-05-23,0.4231202070492392,0.31941862903408186,0,9.821789097252398e-4,9.610416263707289e-4,0
2021-05-24,0.4260392353063582,0.32328985151597867,0,0.002919028257118983,0.0038712224818968077,0
2021-05-25,0.4299157287649679,0.3271431525833103,0,0.003876493458609742,0.003853301067331616,0
2021-05-26,0.4318463373529991,0.3310047400975494,0,0.0019306085880311796,0.0038615875142390954,0
2021-05-27,0.43474909127345784,0.33487241536541845,0,0.002902753920458745,0.003867675267869075,0
2021-05-28,0.4376725061504994,0.3377717862161162,0,0.0029234148770415636,0.0028993708506977467,0
2021-05-29,0.43864739789412865,0.33970867426207707,0,9.74891743629247e-4,0.0019368880459608717,0
2021-05-30,0.43963429974364016,0.3406922815896364,0,9.869018495115012e-4,9.836073275593105e-4,0
2021-05-31,0.4406090337788713,0.3416619834583757,0,9.747340352311284e-4,9.697018687392922e-4,0
2021-06-01,0.4425663164242718,0.34554140777252607,0,0.0019572826454005154,0.0038794243141503926,0
2021-06-02,0.4445146476070639,0.34844442430971817,0,0.0019483311827920846,0.0029030165371921046,0
2021-06-03,0.4464517097699846,0.35133155168600994,0,0.0019370621629207219,0.002887127376291765,0
2021-06-04,0.44937396452151374,0.35423466638516643,0,0.0029222547515291297,0.002903114699156495,0
2021-06-05,0.4503535398328732,0.35615599189037717,0,9.795753113594485e-4,0.0019213255052107359,0
2021-06-06,0.45134086121593914,0.35810332737117434,0,9.873213830659533e-4,0.0019473354807971743,0
2021-06-07,0.4523128152816379,0.36003602963830655,0,9.719540656987768e-4,0.0019327022671322136,0
2021-06-08,0.4542518663724839,0.3629212656311629,0,0.0019390510908459668,0.0028852359928563387,0
2021-06-09,0.45619820164650565,0.3658119665516115,0,0.001946335274021771,0.00289070092044863,0
2021-06-10,0.4581507114663337,0.3687131768998448,0,0.00195250981982803,0.002901210348233263,0
2021-06-11,0.46011073073083275,0.37163420812948433,0,0.001960019264499069,0.002921031229639548,0
2021-06-12,0.46109785090617855,0.37455023986375285,0,9.871201753458014e-4,0.0029160317342685205,0
2021-06-13,0.46208510192025687,0.375532237594502,0,9.872510140783164e-4,9.8199773074914e-4,0
2021-06-14,0.46307559289793104,0.3774906604776875,0,9.904909776741744e-4,0.0019584228831854844,0
2021-06-15,0.4650319411531543,0.38041108881037944,0,0.0019563482552232836,0.00292042833269196,0
2021-06-16,0.4669880602473956,0.38332693728316614,0,0.00195611909424126,0.0029158484727866973,0
2021-06-17,0.4679711680193087,0.3862530082780572,0,9.831077719131276e-4,0.0029260709948910613,0
2021-06-18,0.4699359444902981,0.3882146827320125,0,0.00196477647098936,0.0019616744539552866,0
2021-06-19,0.47092394208025323,0.3901709879855288,0,9.879975899551585e-4,0.0019563052535163106,0
2021-06-20,0.47191187992072764,0.3901831477494383,0,9.879378404744066e-4,1.2159763909502797e-5,0
2021-06-21,0.4729034732960021,0.3921432362460328,0,9.915933752744355e-4,0.0019600884965945142,0
2021-06-22,0.47486540753360984,0.39410161649773173,0,0.0019619342376077653,0.0019583802516989213,0
2021-06-23,0.47585279335955777,0.3960523241935675,0,9.873858259479285e-4,0.0019507076958357739,0
2021-06-24,0.4778185982327953,0.39800185655763703,0,0.0019658048732375533,0.0019495323640695283,0
2021-06-25,0.4788126677568426,0.3999656467568655,0,9.940695240472919e-4,0.001963790199228488,0
2021-06-26,0.47980507698907404,0.40094746551258587,0,9.924092322314282e-4,9.818187557203428e-4,0
2021-06-27,0.4807974331948998,0.4009585024638616,0,9.923562058257729e-4,1.1036951275744666e-5,0
2021-06-28,0.48179472773890564,0.4029182034361236,0,9.972945440058223e-4,0.001959700972262002,0
2021-06-29,0.4837594930021944,0.40389077616388164,0,0.001964765263288759,9.725727277580254e-4,0
2021-06-30,0.48475094747989644,0.4058457977832546,0,9.914544777020473e-4,0.001955021619372943,0
2021-07-01,0.48671345377295205,0.40780152783339274,0,0.0019625062930556103,0.0019557300501381603,0
2021-07-02,0.4877068150758147,0.4087848596849031,0,9.933613028626498e-4,9.833318515103384e-4,0
2021-07-03,0.4886984489765482,0.40976847295296026,0,9.916339007334796e-4,9.836132680571819e-4,0
2021-07-04,0.4887019540053752,0.40976994947738077,0,3.505028827011092e-6,1.4765244205072747e-6,0
2021-07-05,0.4897003956723431,0.4107580308171728,0,9.984416669678864e-4,9.880813397920574e-4,0
2021-07-06,0.49068978561575144,0.4117368263081751,0,9.893899434083586e-4,9.787954910022711e-4,0
2021-07-07,0.49265569120348734,0.41369038174842704,0,0.0019659055877359055,0.0019535554402519417,0
2021-07-08,0.49363224944075557,0.4146688355913157,0,9.765582372682213e-4,9.78453842888638e-4,0
2021-07-09,0.4956046580372642,0.4166393398471832,0,0.001972408596508657,0.0019705042558675334,0
2021-07-10,0.4965976167486991,0.4176244578920709,0,9.929587114348992e-4,9.851180448877117e-4,0
2021-07-11,0.4966137492249415,0.4176346570760804,0,1.61324762423809e-5,1.0199184009462847e-5,0
2021-07-12,0.49858634027675136,0.41959832039821654,0,0.0019725910518098577,0.0019636633221361555,0
2021-07-13,0.49958169586864587,0.42058369209358426,0,9.95355591894509e-4,9.853716953677205e-4,0
2021-07-14,0.5005762415428822,0.4215668412857982,0,9.945456742362913e-4,9.83149192213928e-4,0
2021-07-15,0.502556673183058,0.4235291099949658,0,0.001980431640175806,0.0019622687091676028,0
2021-07-16,0.5035718987902069,0.42452484729715456,0,0.0010152256071489507,9.957373021887705e-4,0
2021-07-17,0.5045775918126296,0.4255145721868625,0,0.0010056930224227045,9.897248897079436e-4,0
2021-07-18,0.5055763403840255,0.42552748749690034,0,9.987485713959243e-4,1.2915310037830974e-5,0
2021-07-19,0.507571270195034,0.4274965048683139,0,0.0019949298110084612,0.001969017371413584,0
2021-07-20,0.5085881429568064,0.42848054820243925,0,0.001016872761772425,9.840433341253285e-4,0
2021-07-21,0.5105876506828859,0.42946728681447194,0,0.001999507726079486,9.867386120326893e-4,0
2021-07-22,0.5125970920231601,0.43045450441136074,0,0.002009441340274143,9.872175968888008e-4,0
2021-07-23,0.5146298282672014,0.4324290226924179,0,0.002032736244041322,0.001974518281057158,0
2021-07-24,0.5156652479661503,0.4324439142333821,0,0.0010354196989489362,1.4891540964179217e-5,0
2021-07-25,0.5166882744798719,0.43342889964416437,0,0.0010230265137215477,9.849854107822908e-4,0
2021-07-26,0.5187176127544788,0.43442616665138856,0,0.00202933827460694,9.972670072241896e-4,0
2021-07-27,0.5207515276119882,0.4354173389867467,0,0.002033914857509367,9.911723353581703e-4,0
2021-07-28,0.5227845371440251,0.43640623702888504,0,0.002033009532036889,9.888980421383087e-4,0
2021-07-29,0.5248190392613229,0.43836662447103397,0,0.0020345021172978317,0.0019603874421489365,0
2021-07-30,0.5278493015578497,0.43936621768603346,0,0.003030262296526809,9.995932149994835e-4,0
2021-07-31,0.5288975340104811,0.44035942575092574,0,0.0010482324526314146,9.932080648922814e-4,0
